,sign,category,text
5799,gemini,general,If you make an effort to get to know someone new in your neighbourhood they could become one of your strongest allies. Today’s new moon means if you take an interest in other people they will go out of their way to promote your interests too.
5800,cancer,general,"Keep your wits about you today, because cosmic activity in and around the money area of your chart means you could lose a fortune as easily as you make one. Steer clear of people whose big talk is not matched by the size of their wallet."
5801,leo,general,"A new moon in your birth sign, along with positive solar links to both Saturn and Neptune, makes this the perfect time to set yourself higher goals. Up until today you have been aiming way too low. As from today you must aim for the stars."
5802,virgo,general,"Your mind will be illuminated by a flash of inspiration today but don’t get carried away and start running around shouting “Eureka!” Keep what you have discovered to yourself for the time being, because if everyone knows its worth will be diminished."
5803,libra,general,Cosmic activity in the area of your chart that governs dreams and schemes will get you thinking about new ways to exploit your creative abilities. Get together with like-minded friends and colleagues and find ways to change your fortunes for the better.
5804,scorpio,general,You will be put to the test over the next few days and you will enjoy every moment of it. The more the powers that be try to beat you down the more you will come back at them and show you are too tough to ever be defeated.
5805,sagittarius,general,If you want to get away from your everyday environment for a while then just go. The new moon will inspire you to look further afield for the kind of excitement you crave and without doubt you will find it before the end of the week.
5806,capricorn,general,You are far too smart to get involved in anything that resembles a get-rich-quick scheme and that good judgment could save you from a lot of bother today. Make it your business to point out the dangers to friends and loved ones as well.
5807,aquarius,general,"Relationships are under excellent stars at the moment, so stop worrying about what all the bad people out there might be doing and focus on those you are closest to emotionally. If your personal world is in harmony the wider world will improve as well."
5808,pisces,general,The value you choose to place on events will determine whether you see those events as either “good” or “bad”. Make it your No. 1 task today to think and act as if everything is working out according to a perfect cosmic plan – because it is!
5809,leo,birthday,"All the little changes you have made in your life over the past year or so can now be combined to bring about a huge transformation. Give yourself permission to dream the impossible dream, then set about making that dream come true."
5810,aries,general,"If some kind of offer looks too good to be true it most likely is, so give it a miss and do your own thing instead. Why rely on other people’s ideas and creative talents when you have enough of your own to become a big star?"
5811,taurus,general,It may feel as if you are being swept along by events over which you have no control but it’s up to you how you choose to react. If you refuse to get excited by what’s going on in the world those events may not touch you at all.
5812,gemini,general,"The fact that you made a mistake of some kind is of no real importance – what matters is that you own up to the error and do what you can to put it right. No one expects you to be perfect, so why expect it of yourself?"
5813,cancer,general,As a cardinal sign you want to get on in life but you can also be rather cautious in your approach and that reluctance to take risks will serve you well today. Let the fools rush in while you hang back and take a more long-term approach.
5814,leo,general,"The sun in your sign opposes power planet Pluto today, so you will need to be extra careful when dealing with people in positions of authority. If you are too confrontational you could find yourself on the receiving end of a painful backlash."
5815,virgo,general,"The more friends and family members tell you what you should be doing the more you must listen to your own inner voice. Other people cannot possibly know what is best for you, especially as you play your cards so close to your chest."
5816,libra,general,If it feels like you are getting nowhere fast at the moment it may be because you have taken on too many responsibilities and they are getting in the way of each other. You need to cut back ruthlessly on what you agree to do for other people.
5817,sagittarius,general,"You don’t have to suffer in silence when there are lots of people who would offer assistance if you would just let them know that you need their help. Admitting that you cannot do something on your own is a sign of strength, not weakness."
5818,capricorn,general,"If you take on a new responsibility today simply because you want to impress other people that could turn out to be the worst possible choice. It does not matter what friends and colleagues expect of you, it matters only what you expect of yourself."
5819,aquarius,general,Pluto in your sign makes you reluctant to change your point of view or your way of doing things but the current cosmic set-up means you may have no choice in the matter. If you don’t move with the times you will soon get left behind.
5820,pisces,general,Because you have been feeling a little run-down of late it will pay you to focus on something less demanding today and over the weekend. You don’t have to abandon your higher goals but you don’t have to chase after them right now.
5821,leo,birthday,"The more opposition you encounter to your plans this year the more you must stand firm and refuse to deviate from them by even an inch. Only you know what you want to do with your life, so only you have the right to choose what path to take."
5822,aries,general,"The sun in your fellow fire sign of Leo at this time of year means there are precious few things you cannot accomplish, so the responsibility is on you to aim high and do something creative this weekend. Don’t give less than 100 per cent."
5823,taurus,general,You may not want to forgive a so-called friend for what they recently said about you but it is actually the best move by far. The last thing you need now is to be wasting time and energy on petty vendettas. Get past it and move on.
5824,gemini,general,"This is potentially one of the most enjoyable phases of the year for you, so don’t sit at home in front of the TV, get out into the world and make some waves. It is also the perfect time to make travel plans for later in the year."
5825,cancer,general,Before you splash a significant amount of cash on something you’ve had your eye on for some time you need to ask yourself two questions: Do I really need it and can I really afford it? The answer to both questions is almost certainly “no”.
5826,leo,general,"The more time you spend with people who inspire you this weekend the more likely it is you will come up with productive ideas of your own. Don’t look back at the old ways of doing things, look ahead and be a leader for change."
5827,virgo,general,The fact that you are such a practical person gives you a big advantage over some of your more woolly-minded rivals. While they are held back by wishful thinking this weekend you will be moving ahead of them in leaps and bounds.
5828,libra,general,The message of the stars this weekend is that you need to rise above incidents that enrage you. The world may be unfair but there is no point getting worked up about matters that you cannot possibly change. Aim to change yourself for the better instead.
5829,scorpio,general,"A bit of sweet talk will open a lot of doors over the next 48 hours, so lay it on thick and don’t worry that you may be overdoing it. The people you will be dealing with are too stupid to realize they are being shamelessly flattered."
5830,sagittarius,general,If you feel the urge to get away from your usual environment then pack an overnight bag and hit the road. You are rarely happier than when on the move and what you see and who you meet on your journey will surely delight you.
5831,capricorn,general,"A clash of wills on the work front could result in a serious falling out over the next 48 hours. Do your utmost to make sure you are on the winning side, because the planets warn there will be no prizes for coming a brave second."
5832,aquarius,general,You may not be the most touchy-feely member of the zodiac but if you reach out to someone this weekend they will respond in kind and a strong bond will be formed between you – a partnership of equals that can never be broken.
5833,pisces,general,You have wasted too much time on trivial matters in recent days and must now move on to activities that bring clear rewards. Ignore those who say that making a profit is in some way immoral – they have no idea what they are talking about.
5834,leo,birthday,The more challenging the goals you set yourself for the coming year the more you will enjoy life when it all comes together and you reach levels you thought were beyond you. Why settle for a limited share of success when you can have it all?
5835,aries,general,Be wary of anyone who tries to win you round to their way of thinking by firing facts and figures at you from all directions. They may be talking fast and furious so you don’t get the chance to stop and think about what they are saying.
5836,taurus,general,"You will be on the move a lot over the next few days and by the time Venus, your ruler, joins Jupiter in the travel area of your chart on Thursday you will have made a lot of exciting new friendships. A very pleasant week awaits you."
5837,gemini,general,You may get a bit peeved if someone you work with questions your plans but they could be doing you a favor. Listen to what they have to say and then make an effort to work out if you need to make changes. Most likely you will.
5838,cancer,general,"There is no reason at all why you should feel guilty about something that went wrong. On the contrary, the fact that you took a chance when everyone else was too timid to try means you should be congratulating yourself. Now take another chance."
5839,leo,general,Don’t worry if you are held back from enjoying yourself today because as the week progresses you will get more freedom of action and then there will be no stopping you. Be smart and conserve your energy over the next 24 hours.
5840,virgo,general,"A thick slice of good fortune will come your way today and you must make the most of it. There will, of course, be those who say you don’t deserve so much luck when other people are struggling but they are wrong – you deserve it all."
5841,libra,general,"What looks like a difficult task today will get easier as the week progresses, so stick with it and don’t listen to those who say you might as well give up. Take this opportunity to prove that you do, after all, possess considerable staying power."
5842,scorpio,general,You may have started a lot of new projects over the past few weeks but now you need to focus on just one of them and give it 100 per cent. Make the relentless pursuit of excellence your one and only aim over the next seven days.
5843,sagittarius,general,"The more a friend or colleague moans about how tough life is at the moment the more annoyed you will get, and rightly so. Point out to them the many places in the world where life is so much more of a challenge. Do they want to swap?"
5844,capricorn,general,"A positive attitude is an absolute must this week. Cosmic activity in the further reaches of your solar chart will bring challenges that require a forceful response, so get your act together and don’t waste time and energy on needless negativity."
5845,aquarius,general,"There will be occasions this week when you find yourself moving in the opposite direction to most other people, but why should that bother you? You have never been one to follow the herd, so be brave and blaze your own trail through life."
5846,pisces,general,"You will be far too busy taking care of what is in front of you this week to get worked up about what may be going on at a distance. Charity begins at home, so be kind to yourself and find ways to resolve a personal crisis."
5847,leo,birthday,"Rapid changes in the wider world will have huge consequences for your own life over the coming year, so be ready for them and be flexible in the ways you respond. And never forget that where there is challenge there is opportunity as well."
5848,aries(march,general,If the experts tell you one thing today but your instincts tell you something different you must trust yourself enough to follow your instincts. You may not be able to explain why you have a better grasp of the situation but the fact is you do.
5849,taurus,general,Someone you meet on your travels today could become a really good friend and you will have a great deal of fun together over the coming months. Any feelings of romance you have though must be resisted. Keep this one light and breezy.
5850,gemini,general,The path you need to follow now is the one that brings spiritual understanding. Other paths may promise more by way of power and profit but they won’t result in the kind of happiness that comes from discovering who you really are.
5851,cancer,general,"Devote yourself to whatever it is you are most passionate about, be it a person or a project. Not everyone will agree that you are doing the right thing but you are in one of those moods where other people’s opinions mean nothing to you."
5852,leo,general,"Go after goals that are important to you, not goals that are important to other people. If you can help them find success along the way by all means do so, but don’t do so much for them that you have to put your own dreams on hold."
5853,virgo,general,The cosmic powers may guide you in a general direction but you still have the power to make decisions along the way and maybe even change your final destination. If you don’t like the current storyline of your life then write a new script.
5854,libra,general,Just because you respect someone in a position of authority does not mean you are obliged to follow their every command. If you honestly believe they are making poor choices you must make it your business to let them know – because they respect you too.
5855,scorpio,general,Close your ears to criticism and pretend you cannot hear what other people are saying about your choices in life. You have never been one to care too much what the world thinks of your behaviour and you will care even less over the next 24 hours.
5856,sagittarius,general,If you feel the need to get away from your current environment then start making plans and be ready to put them into operation around the turn of the month. Don’t leave it until the very last moment or you may end up stuck at home.
5857,capricorn,general,"You will be much in demand over the next 24 hours – everyone seems to want a piece of you. The problem, of course, is there are only so many pieces to go around, so be selective about who you choose to honour with your presence."
5858,aquarius,general,What occurs over the next few days could take you down a very different path to the one you are on at the moment. You may have to make sacrifices as you adapt to a new way of living but every last one of them will be worth it.
5859,pisces,general,"Values planet Venus will be joining Jupiter in the most dynamic area of your chart on Thursday, so any changes you feel you need to make to your lifestyle will come easy to you – so easy in fact that you may wish you had made them sooner!"
5860,leo,birthday,Your quick wit and your clever way with words will bring you to the attention of powerful people over the coming year. If you can curb your tendency to shock merely for the fun of it you could find yourself moving rapidly up the career ladder.
5861,aries,general,The sun in your fellow fire sign of Leo does wonders for your confidence and your can-do attitude will rub off on those around you today. If you act as a team rather than as a collection of individuals you will accomplish something wonderful.
5862,taurus,general,Don’t worry if you feel a bit under the weather today because when your ruling planet Venus changes signs tomorrow your mood will improve dramatically. If you take things easy over the next 24 hours the few days after that could be truly amazing.
5863,gemini,general,As usual you have plenty to say for yourself but you need to take care that you don’t give away information that should have been kept to yourself. Talk a little less quickly today so you can control what comes out of your mouth!
5864,cancer,general,"Whatever money worries you may have can be resolved easily enough, simply by refusing to waste any more cash on unnecessary purchases and getting rid of all that stuff you should not have bought in the first place. Time for a possessions purge!"
5865,leo,general,With both Mercury and the sun moving through your sign you know your own mind and have no intention of deviating from your goals. That’s good but as Mercury is also moving retrograde you need to be flexible too. Goals sometimes have to change.
5866,virgo,general,It’s okay to be passionate about a social issue of some kind but it’s not okay to get carried away and make it the center of your existence. The planets warn you could easily become infatuated with it and neglect other areas of equal importance.
5867,libra,general,Cosmic activity in the friendship area of your chart will inspire you to help those less fortunate than yourself between now and the end of the week. But don’t lose sight of the fact that charity begins at home. Loved ones need your assistance as well.
5868,scorpio,general,You should find it easier to be a little less reserved when Venus moves in your favor tomorrow but that is not an excuse to start running around and making a show of what you can do. The world doesn’t need to know everything you are up to.
5869,sagittarius,general,"The good times just keep getting better and what occurs over the next 24 hours will convince you that there is a major luck factor working in your favuor at the moment. That’s not a cosmic invitation to go mad, but you probably will!"
5870,capricorn,general,A change of perspective will be needed in how you deal with people on a one-to-one basis. It would help immensely if you could get past the idea that everyone you meet is a potential rival or enemy. Think of them as potential friends instead.
5871,aquarius,general,It is a complete waste of time trying to reason with people who don’t want to hear facts that challenge their prejudices. Ignore them completely and get together with groups and individuals who share your desire to change the world for the better.
5872,pisces,general,Take your time and make sure everything you work on over the next 24 hours is done by the book. You may think there are quicker ways to get through your workload but there are no shortcuts to lasting success. It’s worth striving for.
5873,leo,birthday,"The more those around you lose their heads and behave erratically over the next 12 months the more you must stay calm and keep to your long-term strategy. Your life is unfolding according to a benign cosmic plan, so work with it rather than against it."
5874,aries,general,Venus in the domestic area of your chart will help you find an improved balance between your work and your family commitments. It doesn’t have to be one thing or the other – with smart planning you can get the best of both worlds.
5875,taurus,general,You may not be the sort to give up or back down but if the task you are finding so difficult to complete is of no particular value to either yourself or other people why not just let it go? You don’t have to finish everything you start.
5876,gemini,general,The message of the stars today is that if you focus on doing what you enjoy you will not only have a fun time but will also bring enjoyment into other people’s lives as well. If you are happy then friends and loved ones will be happy too.
5877,cancer,general,As both Venus and Jupiter are moving through your sign you will know instinctively what is the right course of action. The really good news is that it will not only be right morally but financially as well – they are not contradictory aims.
5878,leo,general,"Your prospects are looking better by the day, the hour, the minute, and what occurs next will surely convince you that some higher power is guiding your journey through life. Hold on to that outlook as long as you can, because it is 100 per cent true."
5879,virgo,general,"Someone you meet on your travels will not only be a lot of fun but will open your mind to new possibilities. One way they can improve your life is by showing you how compassion, even for your enemies, can change the world for the better."
5880,libra,general,As Venus moves into the career area of your chart today any differences you’ve had with employers and colleagues will soon disappear. The fact that you are working toward a common goal means they will be much more open to your ideas.
5881,scorpio,general,One of the best phases of the year begins today as Venus joins Jupiter in the most adventurous area of your chart. Now is the time to show the world that your reputation for secrecy and shyness is not in the least bit deserved.
5882,sagittarius,general,You don’t have to admit that you were wrong about something but you must accept that you were at least partly to blame. Don’t let your desire to be perfect in all things you do get in the way of a more important goal – being human.
5883,capricorn,general,"This is a great time for relationships of all kinds but affairs of the heart should go particularly well for you over the next few days. Venus in your opposite sign will encourage you to be more open about your feelings, and the results will be magical."
5884,aquarius,general,"Don’t suffer in silence if you are finding it hard to stay on top of your workload. Friends and colleagues may be busy with their own chores but they will happily make time to assist you. They can’t read minds though, so you have to ask."
5885,pisces,general,The more open you are about your feelings today the more others will open up to you so you can find common ground. The most likely result is that everyone will realize how futile it is to attach blame for issues that have complex origins.
5886,leo,birthday,"Although mind planet Mercury is strong on your birthday it is also going through its retrograde phase, so you should always get a second opinion before taking action. If you are smart enough to do that it should be a fabulous year."
5887,aries,general,"Although most things seem to be going well for you at the moment you cannot afford to take your good fortune for granted. On the home front, especially, it would be a mistake to believe that everyone is as contented with life as you are."
5888,taurus,general,"Venus, your ruling planet, may be doing miracles for your social life but your constant comings and goings are unlikely to please everyone. Make time for the people you love most in life and don’t neglect to invite them along on your travels."
5889,gemini,general,If you observe an injustice taking place today you must make it your business to do something about it. It may be tempting to pretend not to notice and carry on having fun but your conscience will nag at you for weeks to come if you do.
5890,cancer,general,"Venus in your sign links with both Saturn and Neptune today, which suggests you may be blaming yourself for a failure of some sort that was never really your fault. You don’t have to take responsibility for other people’s stupid choices."
5891,leo,general,Sometimes in life you have no choice but to admit that you are moving in the wrong direction and must go back and find the point where you went off course. If you make that your one and only aim today you can still have a great weekend.
5892,virgo,general,"The more friends and colleagues shower you with praise today the more you will suspect they are looking to profit at your expense, but you are being suspicious for no good reason. Do whatever it takes to stay positive. An upbeat outlook is a must."
5893,libra,general,"Not everyone can live up to your high standards of behaviour, so make allowances and try not to fall out with friends whose approach to life seems unnecessarily negative. If you judge them too harshly today someone else may judge you harshly tomorrow."
5894,scorpio,general,"You may be eager to get started on a project you have been planning for ages but it won’t hurt to wait a bit longer. You may have missed an important detail that could trip you up later on, so find out what it is before moving ahead."
5895,sagittarius,general,"It may seem as if you can do no wrong at the moment but don’t be too reckless, especially when dealing with other people’s money. If you make a bad call you could end up in debt to people who are not remotely sympathetic to your plight."
5896,capricorn,general,Try not to let minor disputes annoy you today. Some people may be determined to drag you down to their low level but there is nothing they can do if you refuse to play their silly games. Laugh at their foolishness and carry on having fun.
5897,aquarius,general,Few things in life are risk-free and if you want something enough today you should just go for it and ignore the potential consequences. The more you think about it the higher the costs will appear to be – so don’t think about it at all.
5898,pisces,general,"What you need to tell a loved one today may be painful but you cannot allow them to continue along their current destructive path. You are one of the few people they will listen to, so it is very much your responsibility to speak up."
5899,leo,birthday,"Your generosity of spirit is such that you would do almost anything for almost anyone, but you have needs like everyone else and your inner needs especially must be given special attention this year. It’s not about fame and fortune, it’s about loving yourself."
5900,aries,general,Before you splash out on something expensive this weekend ask yourself if it will fulfil a long-term need or just a short-term desire. If it’s the latter you would do well to save your money now and buy something more useful later on.
5901,taurus,general,You may not be able to explain why certain events are taking place but that must not be allowed to stop you from getting involved. Your sense of adventure will make it easy for you to take a deep dive into the unknown this weekend.
5902,gemini,general,You may be wary of committing yourself to an activity that could cost you a lot of money but the planets suggest it will be a worthwhile investment. It will also be worth your time persuading a friend or loved one to come along for the ride.
5903,cancer,general,"You may be cautious by nature but with both Venus and Jupiter moving through your sign you will most likely jump in where angels fear to tread this weekend. Cancer is also a cardinal sign, so when you do take a risk you go all the way."
5904,leo,general,If someone gives you the cold shoulder this weekend it’s probably because you said something recently that offended them. You may have no idea which of your words they found so insulting but apologize anyway and sound as if you mean it.
5905,virgo,general,If a good laugh heals a lot of hurts then you must make it your business over the next 48 hours to get friends and family members smiling again. Let them know that no matter what may have got them down it isn’t worth their tears.
5906,libra,general,"You cannot afford to be reckless with money, be it your own or other people’s. Venus, your ruler, links with Pluto this weekend, which means that someone else’s “sure thing” could be a financial loser for you. You don’t have to take that risk."
5907,scorpio,general,"A pragmatic approach to a family matter is a must. That means refusing to support either side in an emotional battle, even if you have a clear idea of who is right and who is wrong. Find a way to make both parties feel like they won the argument."
5908,sagittarius,general,To say that life is hectic at the moment is an understatement but the pace will pick up even more over the next 48 hours. Just be careful you don’t go too fast and give the powers that be an excuse to slow you down a bit.
5909,capricorn,general,"Serious situations demand serious action and there is no one more serious about life than you. On the other hand, you also possess a zany sense of humour and you should use it now to defuse what could easily become a very messy matter."
5910,aquarius,general,"Your feelings have been so intense of late that you may be tempted to reveal your feelings to the outside world, but that could be a mistake. For the time being at least it might be better to say nothing and pretend that everything is hunky-dory."
5911,pisces,general,"Do something artistic this weekend, something that makes use of the talents you were born with. But don’t do it on your own – instead, get together with people who share your creative vision and build something the whole world can admire."
5912,leo,birthday,Whatever your No. 1 ambition may be you must go after it with a level of commitment and enthusiasm that makes success a foregone conclusion. Others may say you are chasing an impossible dream but for Leo all things are possible.
5913,aries,general,Should you be worried if someone you do not usually get along with sings your praises as the new week begins? It’s possible they are trying to lull you into a false sense of security but more likely they really are impressed by your efforts.
5914,taurus,general,Anyone who promises you a huge financial return for just a small investment is not to be trusted. The more convincing they sound the more you will need to put some distance between you. They certainly don’t have your interests at heart.
5915,gemini,general,Cosmic activity in your sign will make you super mellow over the next 24 hours but you will still need to respond to some kind of challenge. Just because you are in love with the whole wide world doesn’t mean everyone feels the same way about you.
5916,if,general,Cosmic activity in your sign will make you super mellow over the next 24 hours but you will still need to respond to some kind of challenge. Just because you are in love with the whole wide world doesn’t mean everyone feels the same way about you.
5917,cancer,general,Cosmic activity in your sign will make you super mellow over the next 24 hours but you will still need to respond to some kind of challenge. Just because you are in love with the whole wide world doesn’t mean everyone feels the same way about you.
5918,leo,general,If a colleague wants to have the last word today then let them. It’s no skin off your nose if they have got themselves so worked up about something that they insist they are right and you are wrong. Their self-deception is actually quite amusing.
5919,virgo,general,Because your plans have reached a crucial stage you must make sure that even the smallest step you take moves you in the direction of your dreams. If you go off at a tangent today you could end up many miles from your ultimate goal.
5920,libra,general,Some people can be ridiculously negative and one such person needs to be kept at arm’s length so their moods don’t drag you down as well. For best results pretend you can’t hear what they’re saying. If you ignore them they may go away.
5921,scorpio,general,If what you are told by a supposedly trusted source seems a bit dubious then do some research and come to your own conclusions. They may not be intentionally trying to deceive you but it’s possible they have themselves been deceived.
5922,sagittarius,general,You have never been the sort to let others coerce you into doing what you know you won’t enjoy and you are not about to change your ways now. Make sure everyone knows you have zero tolerance for those who don’t respect your views.
5923,capricorn,general,"You must keep a sense of proportion today, especially when dealing with people who tend to magnify every small setback and call it a major disaster. If they want to wallow in doom and gloom that’s up to them but you don’t have to join in."
5924,aquarius,general,"You may believe that what you are working on is destined to be a huge success, and maybe it is, but don’t get careless. With next weekend’s full moon taking place in your sign you could regret it later on if you act in haste now."
5925,pisces,general,There will be times over the next few days when you fear you may have bitten off more than you can chew. The good news is that even if you have the experience will force you to up your game and find new ways to win.
5926,leo,birthday,"The more physically and mentally active you are over the coming year the more you will accomplish, but as far as your emotions are concerned you must be cautious. Always think before you speak and always strive to see both sides of every dispute."
5927,aries,general,"If you maintain a positive outlook and insist on seeing a setback as an opportunity in disguise you will accomplish something remarkable today. Ignore those who say you are expecting too much of yourself, because you should be expecting more."
5928,taurus,general,The past few weeks have seen you at your most imaginative and your objective for the next few weeks must be to take your ideas and turn them into something concrete and lasting. Strive to set new standards of creative and artistic excellence.
5929,gemini,general,Nothing in life truly happens by chance and if you look closely at recent events you will realize that they were nudging you along a new path. Once you recognize that fact you can start moving consciously in the right direction.
5930,cancer,general,"There has been a lot of coming and going in your life in recent weeks and you could do with a bit of a rest. However, there will be more activity over the next few days, especially on the home front where your affection will be much in demand."
5931,leo,general,The fact that you are optimistic by nature means you rarely give in to the kind of negative thinking that afflicts some of your friends and relatives. Make it your business today to take the joy you feel for life and extend it to other people.
5932,virgo,general,"Your enthusiasm for something you have been working on will wane over the next 24 hours but it’s no big deal, in fact it may even be good. The fact that this project has not brought the rewards you desired suggests it may be time to ditch it."
5933,libra,general,"Energy planet Mars moves into your sign tomorrow and almost immediately the world around you will seem a more vibrant place. If you feel the urge to embark on some kind of adventure don’t try to talk yourself out of it, just go!"
5934,scorpio,general,The best way to resolve a dispute is to decide that it no longer means anything to you. If others want to get angry and antagonistic about it today that’s up to them but you are under no obligation to follow their example.
5935,sagittarius,general,If someone makes you the proverbial offer you cannot refuse today you should do your homework and see if the offer is on the level. It could be that on this occasion they are not exaggerating and the financial risk may be worth it.
5936,capricorn,general,Try not to push yourself too hard over the next few days. As Mars moves into the career area of your chart there will be opportunities to move up in the world but you don’t have to chase success in one mad rush. Take your time and do it right.
5937,aquarius,general,The fact that you have been held back from following your dream will make the events of the next few days even more dramatic and welcome. As Mars moves into the most adventurous area of your chart there will be no stopping you.
5938,pisces,general,If you focus on what you are good at over the next 24 hours you will break through that invisible barrier that has been holding you back. The more your horizons were limited in the past the more expansive your vision will be now.
5939,leo,birthday,"You need to start asking yourself the sort of questions that appear to have no easy answers. The deeper you look into what is going on in the world the more you will discover there is in fact a pattern behind it, one that is actually quite encouraging."
5940,aries,general,"As Mars moves into the partnership area of your chart today any thoughts you had about taking things easy and enjoying some quiet time will soon fly out the window. It’s going to be noisy and messy, but it will also be fun."
5941,taurus,general,Your capacity for hard work will increase massively today but no matter how energetic you feel you must impose some limits on yourself. Not even a Taurus can keep doing more without hitting a physical wall. Know your limits and stay within them.
5942,gemini,general,One of the most creative times of the year begins for you today as Mars moves into your fellow air sign of Libra. Be sensible about the goals you choose to pursue and make sure they feel right for the kind of person you want to be.
5943,cancer,general,You will have to accept that some kind of aim or ambition is beyond you and it would be better to leave it behind and do something else. Far from being a sign of failure your willingness to make changes is a sign of mental and emotional strength.
5944,leo,general,If you find yourself grappling with a problem that has no easy solution maybe you should just forget about it and devote your time and energy to resolving a more predictable issue. That applies doubly if the problem is not of your own making.
5945,virgo,general,"You must be ruthlessly honest with yourself over the next 24 hours, especially if there is money at stake. Admit that you have spent too much and need to make savings, and don’t try to blame other people for your own wastefulness."
5946,libra,general,You no longer have to stay in the shadows and watch other people get the applause. Now you can step forward and take your rightful place at the front of the stage. Mars in your sign for the next seven weeks means it’s your turn to shine.
5947,scorpio,general,The more other people say you need to respect certain boundaries the more you must question them and ask “Why?” The powers that be may not be happy if you challenge their right to make the rules but that’s the reason you must do it.
5948,sagittarius,general,A certain individual may deserve a good talking to but is it worth your time and energy to make an example of them? On this occasion it may be better to let them carry on making the same foolish mistakes. It’s not your job to rescue them.
5949,capricorn,general,The progress you make on the work front over the days and weeks to come will convince the doubters that you have what it takes to reach the top. It will also demonstrate that you are not as old-fashioned in your thinking as they thought you were.
5950,aquarius,general,"The more risks you take now the better. With Mars on your side you have the drive and the ambition to overcome any and all odds, so don’t hold back – give what you are working on your very best shot 100 per cent of the time."
5951,pisces,general,As Mars leaves your opposite sign today you should find that people you deal with on a one-to-one basis are no longer so demanding. That is a good sign for partnerships in general and even more so for those that involve joint financial obligations.
5952,leo,birthday,"Your social life will get a shot in the arm over the next 12 months but you must pace yourself sensibly so you don’t overdo it. Life is supposed to be fun, of course, but remind yourself occasionally that serious issues have not gone away."
5953,aries,general,There is something in the Aries nature that likes to test limits and the approaching full moon will encourage that over the next few days. Just be careful you don’t test those limits so far that other people take exception and hit back at you.
5954,taurus,general,"Only you can decide if now is the right time to follow a hunch of some kind but if you choose not to and discover later on that you missed out on something big you may find it hard to forgive yourself. Go on, it’s a risk worth taking."
5955,gemini,general,"The omens are good that anything of a creative nature you start between now and the weekend will work out well, so stop listening to people who urge caution and give it your very best shot. Give your imagination permission to soar as well."
5956,cancer,general,You may prefer to reach a compromise over a disagreement at work but the planets warn that won’t be an option. If a colleague seems determined to push the issue all the way then you must be prepared to go all the way as well.
5957,leo,general,"Your popularity is such that almost anything you do will be met with approval, but as the full moon approaches you must be smart and not push your luck too far. You can get away with a lot but you won’t get away with everything."
5958,virgo,general,"A long-running dispute with a work colleague will reach a head by the end of the week, so be ready to defend your position and refuse to back down no matter how much pressure they bring to bear. They don’t have the power to coerce you."
5959,libra,general,"Although the full moon at the weekend won’t affect you directly you will still be challenged in some way. Either at home or at work you will be expected to give ground and, just this once, that might be the right thing to do."
5960,scorpio,general,The doubts you have about a certain individual must not be ignored. If your instincts tell you they cannot be trusted you would be wise to act on them. At the very least you should keep them at arm’s length so they cannot influence your decisions.
5961,sagittarius,general,Do your own thing in your own way over the next 24 hours and don’t worry too much if some people say you are being antisocial. Maybe you are but no one has the right to demand that you put their needs ahead of your own.
5962,capricorn,general,If you want something done today you will either have to do it yourself or command a subordinate to do it for you. If you choose the latter approach you must impress on them that this is not a request but an command – otherwise it won’t get done.
5963,aquarius,general,"What you begin over the next two or three days should be a success in the long term but if you try to push ahead too quickly you could create obstacles for yourself that slow things down. You’re not on the clock, so take your time."
5964,pisces,general,An issue you thought had been resolved is about to rear its unwelcome head again and this time you must get it sorted. If that means you need to talk tough to partners and colleagues then so be it. You cannot let it drag on forever.
5965,leo,birthday,"You will be extremely vocal this year – no one will be left in any doubt what you think, what you believe and what you desire. You may come across as bossy, even dictatorial, at times but at least you will get important things done."
5966,aries,general,You may not be the sort to suffer fools but if you want this to be a pleasant day it might be best to ignore people who seem determined to turn an already messy situation into an even worse one. You don’t have to play their silly games.
5967,taurus,general,"You will handle what occurs today and over the weekend with ease, but not everyone you have dealings with will be as switched on as you, so make allowances but also make sure that other people’s errors don’t reflect badly on you."
5968,gemini,general,You need to lay down the law to a certain person because if you don’t they could start thinking they can get away with anything. Let them know in no uncertain terms that they are expected to follow the rules like everyone else.
5969,cancer,general,"The approaching full moon is likely to blur reality a bit, so make sure what you see and hear is truly there and not just a figment of your imagination. If you get it wrong today you could pay for it heavily over the next few weeks."
5970,leo,general,A partnership matter will come to a head over the next two or three days and although it may not be a pleasant experience it will at least clear the air. You have spent too much time and energy arguing about something of no real significance.
5971,virgo,general,"It does not matter what other people say is true or false, it matters only that you trust your instincts and follow what they tell you to the letter. This is one of those occasions when the so-called facts could turn out to be fantasies."
