sign,category,date,text
virgo,general,august-31-2024,An activity that has always come easy to you is about to get a serious shake-up and you may even have to abandon it and follow a different path for a while. It may be annoying but it’s no big deal and won’t derail your long-term ambitions.
libra,general,august-31-2024,If the going gets rough this weekend you will need someone to lean on. You may be tempted to put on a brave face and soldier on alone but this is one of those occasions when you really must get assistance. All you have to do is ask.
scorpio,general,august-31-2024,Relationship upheavals are likely over the next 48 hours as Uranus begins its retrograde phase in the partnership area of your chart. The good news is that even if you do fall out with someone special it won’t be long before you kiss and make up.
sagittarius,general,august-31-2024,A situation that calls for quick and decisive action will confront you this weekend but you may be unsure how to deal with it. For best results just go with your instincts and don’t worry about the consequences. There is no right or wrong way to react.
capricorn,general,august-31-2024,"You won’t be content to sit around watching the world go by this weekend, you will want to be out there making things happen. That’s good, of course, but don’t try to take the lead in each and every situation. Others have a part to play too."
aquarius,general,august-31-2024,Anyone who expects you to fold under pressure is going to learn that you are tough enough mentally to go your own way and do your own thing regardless of what powerful people might want from you. No way will you be toeing the party line.
pisces,general,august-31-2024,"As Uranus, planet of changes, turns retrograde this weekend you must be extra careful when making plans that involve travelling and socializing. Get out and about and have some fun but don’t be reckless, and do make sure you know the way home!"
virgo,birthday,august-31-2024,If there is some aspect of your lifestyle that you would like to change then start making the moves that can make it happen. Set yourself goals that align with your dreams but which are easy to reach if you take it a step at a time.
aries,general,september-5-2024,Take time to remind yourself today that in the greater scheme of things there is no such thing as coincidence – everything that takes place in your life has meaning. There is a very good reason for what is now occurring. Find out what it is.
taurus,general,september-5-2024,No matter how much disruption there has been in your life of late you can and you will get past it and maybe even benefit from it. With both the sun and Mars on your side there is no excuse for not looking on the bright side today.
gemini,general,september-5-2024,Your current cosmic task is to come up with imaginative new ways of dealing with old challenges and problems. Use the power of your ruling planet Mercury to visualize how best to cope with situations that others find impossible to resolve.
cancer,general,september-5-2024,"Your life has had its share of shocks and setbacks in recent months but with Mars now moving through your sign nothing can prevent you from having fun. Social and travel plans are also under excellent stars, so don’t waste time sitting at home."
leo,general,september-5-2024,No doubt your mind is full of big ideas but how many of them are sensible? Because Leo is a sign that enjoys looking at the bigger picture you sometimes see patterns that exist only in your head. Don’t get carried away by your own sense of genius.
virgo,general,september-5-2024,Your mood will lighten considerably over the next few days and if you get together with friends and colleagues who share your sunny outlook on life then a good time will be enjoyed by all. You must though avoid people who only ever seem to frown.
libra,general,september-5-2024,You can sense it is time to move on and with Mars moving through the area of your chart that governs your position in the world there will be opportunities to do just that over the next few weeks. Don’t move just for the sake of it though.
scorpio,general,september-5-2024,Mars in the most adventurous area of your chart will present you with a least one and maybe several opportunities to show how creative you can be. Don’t force it though: just be yourself and let your natural talent come through in its own way.
sagittarius,general,september-5-2024,If you wait for exactly the right opportunity to come along you could lose out to a rival who is more proactive and goes looking for opportunities before they arrive. The sun in the career area of your chart means you need to be more competitive.
capricorn,general,september-5-2024,"There will be occasions between now and the weekend when you have no choice but to follow in other people’s footsteps, because if you don’t you could lose your way and get left behind. You cannot be the leader of the pack every hour of every day."
aquarius,general,september-5-2024,"Be on your guard over the next 24 hours and don’t be taken in by anyone who claims to know what is best for you. Instead, listen to what your inner voice tells you, even if it urges you to move in the opposite direction to everyone else."
pisces,general,september-5-2024,The sun in the partnership area of your chart makes this the ideal time to improve one-to-one relationships of all kinds but especially those of a romantic nature. Don’t hold back in your affections – the more love you give the more you will get in return.
virgo,birthday,september-5-2024,"Doubts and fears will fade over the coming weeks and months and you will begin to believe you have what it takes to turn your dreams into realities. For best results partner with people who share your ambitions, because you can go 10 times further together."
aries,general,september-6-2024,You may be tempted to crack the whip over an issue you believe needs to be sorted but the planets warn you may no longer be in a position to force the matter. Only compromise and careful negotiation will get it moving again.
taurus,general,september-6-2024,You can be a bit serious at times but with Mars moving through the most open and outgoing area of your chart you would be wise to take a more light-hearted attitude to life. You can get just as much done with a smile as with a frown.
gemini,general,september-6-2024,You cannot allow someone to hustle you into making a quick decision about a money matter. The fact that they are so urgently insisting that you take action now should be enough to put you on your guard. It could cost you dearly if it goes wrong.
cancer,general,september-6-2024,"Mars in your sign means that even the smallest effort will yield amazing results, so think what a serious effort on your part might accomplish. Don’t listen to those who say you are expecting too much of yourself – your ambitious must be limitless."
leo,general,september-6-2024,"Although you may be inclined to withdraw from the hustle and bustle of life for a while there is something that needs to be done before you can take time out. You know what that something is, so get on with it. You can rest later on."
virgo,general,september-6-2024,You may have strong opinions about certain issues but don’t let that blind you to the fact that other people are as immovable in their outlook as you are. Who is “right” and who is “wrong”? It doesn’t matter. Agree to disagree and leave it at that.
libra,general,september-6-2024,As Mars journeys through the career area of your chart you will be confronted with challenges on the work front that require a swift and dynamic response. Forget about trying to be fair to your co-workers – on this occasion your own interests must come first.
scorpio,general,september-6-2024,"Start making plans and make sure they are big. Faraway places and exciting new faces will hold a special fascination for you over the next few weeks, so be ready to get up and go if the wanderlust strikes. Give those itchy feet a scratch!"
sagittarius,general,september-6-2024,"If you have been sensible and managed to settle a partnership dispute of some kind then the next few days should be a lot of fun. If, however, there are still unresolved issues to be dealt with there could be some tension today and over the weekend."
capricorn,general,september-6-2024,Don’t take it personally if a friend or colleague is a bit rude toward you today. They are not being unfriendly for the fun of it. Most likely they are having to deal with some serious tension in their life and need to blow off steam.
aquarius,general,september-6-2024,"You need to get serious about a work-related matter that has been allowed to drift. Your can-do reputation could be at risk if you allow it to drag on much longer, so decide what needs to be done and persuade others to assist you in doing it."
pisces,general,september-6-2024,You will be on the go from first light to last light today and will get done in a matter of hours what it previously took weeks to complete. Don’t overdo it though. After each bout of maximum exertion give yourself sufficient time to recover.
virgo,birthday,september-6-2024,"Something you previously thought of as a failing in your personality could actually turn out to be a strength over the coming months, so don’t be too eager to junk it. Instead of trying to rid yourself of a habit why not embrace it instead?"
aries,general,september-7-2024,"There is no point complaining that someone you thought could trust has been dishonest with you because the signs have been there all along and you chose to ignore them. Now you can no longer deny what they are up to, so do something about it!"
taurus,general,september-7-2024,Failure is a fact of life and even a Taurus must expect to be disappointed once in a while. This weekend’s sun-Saturn link will bring some sort of disappointment your way but you can and you will come storming back later on. There’s always the next time.
gemini,general,september-7-2024,"You need to keep an open mind over the next 48 hours, especially when dealing with people whose outlook on life you may not agree with. Listen to what they have to say and try to understand what has brought them to where they are now."
cancer,general,september-7-2024,"There is a danger that you could get a bit too pushy and turn against you the very people who can help you the most. You don’t have to elbow your way to the front, just be who you are and do what you do – brilliantly, of course."
leo,general,september-7-2024,You have never been the sort to suffer fools but as Saturn opposes your ruler the sun this weekend it will pay you to give partners and colleagues a generous amount of leeway. They can’t help it if they are not as with it mentally as you are.
virgo,general,september-7-2024,"You are going through a hugely positive phase at the moment, and that’s great, but don’t get carried away with your own magnificence and make the kind of mistakes that can be easily avoided. Virgos are supposed to be careful, so watch your step."
libra,general,september-7-2024,"The planets warn that someone in a position of power has their eye on you, most likely because they consider you a threat to their position. If you do have designs on their job try to make it look as if you are still their faithful subordinate."
scorpio,general,september-7-2024,Instead of moaning about the state of the world start thinking about ways you can make it better. You don’t have to do anything spectacular – start making improvements in your local environment and watch as the knock-on effects spread far and wide.
sagittarius,general,september-7-2024,If you want to get through the weekend with a minimum of fuss you must control the more aggressive side of your nature. There may be issues that make you angry but if you let your emotions take over it will most likely make matters worse.
capricorn,general,september-7-2024,There may be no logical reason why you should distrust someone you work or socialize with but if your sixth sense sends out warnings this weekend you would be wise not to ignore them. On a deep inner level you know there’s a problem.
aquarius,general,september-7-2024,If you can find a constructive outlet for your energy this weekend you will accomplish a lot in a short space of time. You must though steer clear of people who allow themselves to get worked up over issues that don’t mean a thing. They’re a distraction.
pisces,general,september-7-2024,Make it a priority over the next 48 hours to resolve a partnership issue once and for all. Saturn in your sign will help you to think straight about what has gone wrong of late so you can come up with ideas to turn things around.
virgo,birthday,september-7-2024,"Keep your feet on the ground and your head out of the clouds over the coming year. Anyone who comes to you with outrageous ideas is not to be trusted, so give them a miss and stick with what you know and trust. Why change a winning formula?"
aries,general,september-9-2024,Ignore those who say you don’t know what you are doing and keep hammering away at your current task. By the end of the day your efforts will start bearing fruit and by this time tomorrow even your critics will be singing your praises.
taurus,general,september-9-2024,"The planets warn you may have been trying too hard over the past week or two, so slow down and give your mind and your body time to recover. Even your rivals will admit that you deserve a break, but only you can grant yourself one."
gemini,general,september-9-2024,"You have every right and every reason to indulge yourself a bit, so ignore those who say you need to be serious every minute of every day, and have fun when the opportunity arises. What’s that old saying? Ah yes: if it feels good, do it!"
cancer,general,september-9-2024,"You have been incredibly patient when dealing with friends and colleagues who operate on a slower mental and physical level and they will show their appreciation today. It’s a law of the universe: If you are nice to other people, they will be nice to you."
leo,general,september-9-2024,You need to let go of any lingering regrets about what you did wrong in the past and move on with your life. The simple fact is you are still one of the lucky ones and your luck will improve even more if you look forward rather than back.
virgo,general,september-9-2024,"As Mercury, your ruler, joins the sun in your sign today your thoughts will come together and you will find it easy to do something special with all those big ideas that have been flooding your mind. Life is good and about to get even better."
libra,general,september-9-2024,"The fact that you have got away with certain transgressions in the past is no guarantee you will get away with them in the future. No one expects you to be perfect but friends, loved ones and colleagues do expect you to be honest with them."
scorpio,general,september-9-2024,"There is no reason why you should limit yourself to the same old places and the same old faces. On the contrary, cosmic activity in two of the more adventurous areas of your chart demand that you get out into the world and explore new horizons."
sagittarius,general,september-9-2024,You may be going through a challenging phase on the work front at the moment but if you stay calm and keep your mind switched on you will come through unscathed. You may even impress the powers that be enough to earn a promotion.
capricorn,general,september-9-2024,The most important thing as the new week begins is that you focus on an activity that excites you. With the sun and Mercury moving through the most adventurous area of your chart it could be one of the best things you have ever done.
aquarius,general,september-9-2024,You may not want to take a leadership role but at some point today you are likely to find yourself in a position where others look to you for guidance and you must not let them down. Use your ingenuity to resolve a challenging situation.
pisces,general,september-9-2024,You won’t find it hard to be decisive today but you will have to deal with people who are not in your league when it comes to getting things done. Cracking the whip can take you only so far – what they need most is encouragement.
virgo,birthday,september-9-2024,Take an inventory of both your strengths and your weaknesses and then set about planning the year ahead according to those traits. The more you know about yourself the more you will be able to focus on the aims and ambitions that truly matter.
aries,general,september-10-2024,"Your attempts to resolve a domestic dispute could backfire today, for the simple reason that loved ones are not in the mood to meet you halfway. With that fact in mind, keep a low profile and let the situation cool down in its own time."
taurus,general,september-10-2024,"The sun in the most dynamic area of your chart means you want the best and you want it now, but other aspects warn you could over-extend yourself today, so be careful. It may feel as if you possess unlimited reserves of energy but you don’t."
gemini,general,september-10-2024,You won’t reach an important objective just by working harder – you will also need to plan ahead and have a clear idea of how you are going to get from where you are now to where you most want to be. Get that big brain of yours working.
cancer,general,september-10-2024,Your ambitions may seem a bit vague at the moment but that’s okay – in fact it may even be good in that you are less likely to limit yourself to one specific aim while ignoring the rest. The most important thing now is that you are adaptable.
leo,general,september-10-2024,"No matter how hard you try to wriggle out of an obligation of some kind you won’t succeed, so you might as well face it head on and do what is expected of you – and what you promised. Don’t get a reputation for letting people down."
virgo,general,september-10-2024,New faces will be coming into your social sphere and new relationships will be formed and so long as you don’t take any of them too seriously you will have a lot of fun. It seems like everyone wants to be your special friend at the moment.
libra,general,september-10-2024,The sun in the most sensitive area of your chart may be a disruptive influence but it does not have the power to stop you from following your dreams. And if your dreams and other people’s dreams happen to coincide it could be magic.
scorpio,general,september-10-2024,"By all means get more involved in a social movement of some kind but don’t take it so seriously that other areas of your life are neglected. A sense of balance is needed in all things, even when it comes to making the world a better place."
capricorn,general,september-10-2024,"Not everyone is as robust as you, so if a loved one seems to be hurt by something you have said or done you must take their concerns seriously. Yes, they may be dramatizing the situation but could you have been more sensitive of their feelings?"
aquarius,general,september-10-2024,No matter how eager you may be to get started on a new project you must first make time for something of a more routine nature. It may be boring but if you leave it undone it could come back to haunt you later on. Don’t risk it.
pisces,general,september-10-2024,"What happens over the next 24 hours will force you to reassess your current situation. The fact is that things are neither as bad as you fear they are nor as good as you dream they might be but somewhere in the middle, so don’t overreact."
virgo,birthday,september-10-2024,The cosmic set-up on your birthday will stimulate your imagination and get you thinking of new ways to make life more productive and more enjoyable. Is there a creative activity you are really good at? Maybe it’s time to take it to the next level.
aries,general,september-11-2024,"There is no point feeling sorry for yourself if your plans have fallen through because there is sure to be a next time and that time will arrive sooner if you maintain an upbeat outlook. The situation is nowhere near desperate, so don’t lose heart."
taurus,general,september-11-2024,Although you may not be able to see the point in what you are asked to do today you should do it anyway and make a thoroughly good job of it. That way the powers that be will recognize that you are worthy of bigger and better things.
gemini,general,september-11-2024,If you make an effort to see both sides of a dispute over the next 24 hours you will not only be able to resolve it but you will make yourself some new friends and allies. Your let’s-get-it-done attitude will impress some very influential people.
cancer,general,september-11-2024,"You can sense that something big is going to occur but no matter how hard you think about it you cannot work out what it might be. Stay loose, keep your eyes and ears open and be ready to move quickly when the moment arrives."
leo,general,september-11-2024,"If you want to criticize other people today then you must expect those people to criticize you in return. No one is perfect, not even a Leo, so try to be a bit less judgmental and also try encouraging others rather than focusing on their weak points."
virgo,general,september-11-2024,"The current cosmic picture is designed to help you move on from the past and embrace a brighter future, so be ready to let go of something that gave you comfort yesterday but which today is just holding you back. You no longer need it."
libra,general,september-11-2024,"With Venus moving through your sign you must take every opportunity to enjoy the good things in life with friends and loved ones, even if you also have important duties to perform. Life isn’t a chore but an adventure that is supposed to be fun."
scorpio,general,september-11-2024,Are times really tough or does your somewhat negative outlook make it appear that way? If those around you seem prone to seeing the worst in every situation then get yourself up and move away for a while. Find a place where people like to smile.
sagittarius,general,september-11-2024,If the situation you are currently involved with seems to be going badly then disengage and do something else. The main problem appears to be that some of your co-workers are too uptight for their own good. You’re better off without them.
capricorn,general,september-11-2024,Avoid doing anything that is even remotely false or immoral today. Some people may say there is no risk involved but even if that is true you still have to live with your conscience. Better to lose out than to gain by dishonest means.
aquarius,general,september-11-2024,"If you fancy a change of scenery you must make sure it won’t break the bank. By all means take a short break, or even a longer vacation, but don’t spend so much on it that when you come back you can’t stop worrying about your finances."
pisces,general,september-11-2024,"There are so many things you want to be doing but you only have so much time and energy to spare, so make a list of your aims and focus on them one by one. Saturn in your sign warns that multitasking means nothing will get done."
virgo,birthday,september-11-2024,If you have been working flat out but making only limited progress then clearly a change of focus is called for. Instead of doing so much on your own this year try bringing new people into your plans. Together you will take the world by storm.
aries,general,september-12-2024,"There have been times of late when you found it next to impossible to understand why partners and colleagues acted the way they did, but it wasn’t to deliberately annoy you. As from today their behaviour will make sense again, so lighten up!"
taurus,general,september-12-2024,The reason you have not been able to resolve a problem is because you have been unwilling to recognize that it really exists. Stop pretending that everything in the garden is rosy and face up to what needs to be changed in your life.
gemini,general,september-12-2024,"For some strange reason you seem to believe that your world could fall apart at any moment – an over-the-top reaction to events that are in no way out of the ordinary. It’s your thoughts that create your reality, so the only thing to fear is fear itself."
cancer,general,september-12-2024,Resist the temptation to follow a path that others have trod before you and set off in a new direction instead. The first way may be safer but the planets warn you will be bored in a matter of days. You desperately need a new challenge.
leo,general,september-12-2024,"The deeper you think about an issue the further away the answers seem to get, so take the hint and give your brain a rest. The planets indicate that the less you strive to find a solution today the more likely it is to pop up out of nowhere."
virgo,general,september-12-2024,"As one of the zodiac’s Earth signs you tend to believe that the old ways are the best but the planets warn if you don’t come up with new ideas and new methods you could find yourself left behind. In short, the old ways no longer work."
libra,general,september-12-2024,"If other people seem determined to take the lead and make decisions for you the best thing you can do is to let them. Almost certainly they have a better grasp of the current situation than you do, so trust them to make the right choices."
scorpio,general,september-12-2024,Today’s sun-Jupiter links warns that a money matter could come between you and a friend. You may have different ideas about how to maximize your profits but those ideas are not so far apart that you need to go your separate ways. Compromise is possible.
sagittarius,general,september-12-2024,Resist the temptation to say what you think people want to hear. You may want to avoid stirring up bad feelings but if you keep quiet now there could be consequences later on when your co-workers realize you had the answers but did not share them.
capricorn,general,september-12-2024,It may not be possible to be entirely objective about what’s going on but it is possible to accept that other people see the situation from a different perspective. You may not agree with their outlook but understanding it will certainly help.
aquarius,general,september-12-2024,"You seem to be in one of those moods when you are determined to find reasons not to do anything. Fortunately, Jupiter in the most dynamic area of your chart will help kickstart your sense of purpose and reignite your sense of adventure."
pisces,general,september-12-2024,"Partnership issues may be a bit sensitive at the moment but the planets indicate it is just a passing phase, so don’t go thinking the worst. And don’t try too hard to make loved ones smile – they’ll get over their sulk when they feel ready."
virgo,birthday,september-12-2024,Jupiter’s influence on your birthday will inspire you to raise your sights and go for glory but you must be realistic about what it will take to get from where you are now to where you most want to be. Sacrifices will have to be made.
aries,general,september-13-2024,You won’t lack for confidence today and over the weekend but there is a danger you could believe you are invincible and take the kind of risks that are guaranteed to end in tears. Tone down your act a bit and be aware of your limits.
taurus,general,september-13-2024,"An emotional upset of some sort is making it difficult for you to think straight, so promise yourself that you won’t be taking any major decisions over the next 24 hours. Next week’s lunar eclipse will resolve what is currently worrying you."
gemini,general,september-13-2024,You seem happy enough on the surface but on a deeper level you worry that life may be passing you by. The cause of your distress is that you are working on things to which you have no emotional attachment. Time for a change then.
cancer,general,september-13-2024,"If life seems a bit dull at the moment then make it your business to shake things up. Remember though that there is a great deal of power in your words, so think before you speak and always make sure your criticisms have a constructive purpose."
leo,general,september-13-2024,You will experience a surge of energy today and if you are smart you will use it to finish a project that has dragged on too long. Don’t start anything new until you are certain that you won’t have to go back and correct past mistakes.
virgo,general,september-13-2024,You may be doubtful that you have what it takes to compete at the highest level but when it comes to talent and potential no one is above you. If you can add a little self-belief to the mix over the next few days you will be unbeatable.
libra,general,september-13-2024,You must not allow yourself to be talked into making a decision that could tie you down for weeks and months to come. The fact that your would-be partners seem so insistent that you sign on the dotted line should get alarm bells ringing.
scorpio,general,september-13-2024,"You have been pushing yourself to your limits in recent weeks and need to slow down a bit. You don’t have to work twice as hard as everyone else, nor do you have to hit the town with your friends every night just because they expect it of you."
sagittarius,general,september-13-2024,There are times when it is prudent to examine what you are doing in a little more detail and this is one of them. Put creative and social activities on hold for an hour or two today and assess your recent choices. Some of them may need changing.
capricorn,general,september-13-2024,You need to stop worrying about your financial situation and do what feels right no matter how much it might cost in the long-term. If your objectives are right for you – and the planets indicate strongly that they are – then sooner or later you’ll start making money.
aquarius,general,september-13-2024,"What happens over the next 24 hours may not seem that important but it will have a ripple effect over the coming months and some of those ripples could become a tidal wave, so watch every word you say and assess every decision you make."
pisces,general,september-13-2024,"If you feel a bit lethargic at the moment that’s a sign that you have reached your physical limit for the week and need to slow down. You’ve done your bit and done it well, so don’t feel bad about telling others that’s your lot for now."
virgo,birthday,september-13-2024,Aim to go further than you have ever gone before over the coming year. If you set goals that are beyond your reach at this moment in time your body and your mind will learn to adapt and take you to levels you never knew were possible.
aries,general,september-14-2024,You have so much to look forward to and if you keep that thought in mind this weekend you will have a really good time. With Venus in the partnership area of your chart the best times by far will be when you get together with other people.
taurus,general,september-14-2024,You will have to choose between working on a task that inspires you personally and a task that benefits friends and family members but which you find a bit of a bore. Only you can make that choice but it might pay you to make the sacrifice.
gemini,general,september-14-2024,"A superb link between Venus and Jupiter makes this a wonderful time to push ahead with a creative idea and turn it into something you can be proud of. Don’t worry if friends and colleagues don’t understand your passion, they will “get it” later on."
cancer,general,september-14-2024,You may think you are right to be suspicious of what a colleague is up to but the planets suggest you are barking up the wrong tree and need to be more trusting. Their aims and motives are no more and no less self-seeking than your own.
leo,general,september-14-2024,"You need to be careful this weekend because some kind of offer will have serious strings attached and if you sign up without thinking it through you could regret it later on. It’s not the chance of a lifetime, so feel free to turn it down."
virgo,general,september-14-2024,Something you have set your heart on can now easily be yours. The universe has noted the sacrifices you have made in recent weeks and will go out of its way to reward you. If you want that special something enough it can be made to happen.
libra,general,september-14-2024,"You have bent over backward lately to help other people but they haven’t done much for you in return. That’s okay though because a fantastic link between your ruler Venus and Jupiter, planet of good fortune, will keep you smiling this weekend."
scorpio,general,september-14-2024,If you feel the need to expand your horizons this weekend then do so without feeling guilty about it. There is no point wasting your time asking other people what they think of your plans because they will inevitably find reasons to be cautious.
sagittarius,general,september-14-2024,The more of an effort you make to work closely with friends and colleagues this weekend the more of an effort the universe will make to reward you in profitable ways. Jupiter in your opposite sign guarantees good fortune in partnership situations.
capricorn,general,september-14-2024,The message of the stars this weekend is that you need to get your head out of the clouds and get serious about your plans. So much is possible now but your efforts will have only limited success if you aim too high or move too soon.
aquarius,general,september-14-2024,"Venus and Jupiter are making a perfect angle across the two most dynamic areas of your chart, so believe that all things are possible and act on that belief every chance you get. There is a real luck factor working in your favour at the moment."
pisces,general,september-14-2024,"It’s not easy for you to give yourself completely, even when dealing with friends and family members, but the more you open up this weekend the more fun you will have and the more you will realize how loved you are. Don’t be emotionally distant."
virgo,birthday,september-14-2024,"You may not think of yourself as overly ambitious but you will enjoy climbing the social and professional ladder this year. You do though need to remember that the higher you fly the further there is to fall, so make sure those ladder rungs are solid!"
aries,general,september-16-2024,"The message of the stars as the new week begins is that you need to slow down a bit, or even a lot. The approaching lunar eclipse falls in the most sensitive area of your chart, so for your own good you must be aware of your limits."
taurus,general,september-16-2024,Chances are you will find yourself working with people over the next few days whose outlook on life is vastly different to your own. Instead of rejecting their beliefs out of hand try to understand them from their point of view. It could be an eye-opener.
gemini,general,september-16-2024,"The approaching eclipse takes place in the area of your chart that governs your career and your status in the wider world, so be prepared for some sort of challenge to your authority. Can your rivals actually harm you? No they cannot."
cancer,general,september-16-2024,That feeling of dread that has been in motion in the back of your brain has finally begun to fade but before it goes completely something will occur that worries you all over again. Don’t let it get a grip on your mind. It’s not real at all.
leo,general,september-16-2024,Because the upcoming eclipse falls in one of the more secretive areas of your chart you may be reluctant to open up to friends and loved ones about issues that have been bothering you. But why suffer in silence? If you ask for help you will get it.
virgo,general,september-16-2024,Wednesday’s lunar eclipse in your opposite sign will bring a partnership matter to a head and like it or not you are going to have to make a difficult decision over the next few days. Be assured that once it is dealt with it won’t worry you again.
libra,general,september-16-2024,"You like to be busy and will no doubt be on the go constantly today, but don’t overdo it to such an extent that you risk some kind of breakdown later in the week. Libra is the sign of the balance. Try living up to that symbolism."
scorpio,general,september-16-2024,"What occurs over the next few days should be a lot of fun but you need to be aware that not everyone in your orbit – friends, family members and work colleagues – is enjoying life as much as you. What can you do to make them smile too?"
sagittarius,general,september-16-2024,"Try not to take what happens over the next few days too seriously. Better still, don’t take it seriously at all. It may seem a big deal now but in the greater scheme of things it is of only minor importance, so keep a sense of perspective."
capricorn,general,september-16-2024,"Words will come easy to you now, but that could be as much a curse as a blessing. If you speak before thinking through what effect your words are likely to have you could spend the second half of the week saying sorry to everyone!"
aquarius,general,september-16-2024,"Your enthusiasm for something that used to inspire you has faltered of late and what occurs over the next few days is likely to end it completely, but that’s no bad thing. It’s time to raise your sights and focus on something more worthy of your talents."
pisces,general,september-16-2024,It may annoy you that someone you have to deal with on a one-to-one basis is making life difficult but ranting and raving about it won’t change a thing. Stay calm and avoid making an enemy of someone who can still be a beneficial ally.
virgo,birthday,september-16-2024,"Some major lifestyle changes are heading your way and there is no point trying to avoid them. Instead, face them head-on and resolve to embrace whatever new experiences they create. The world never stops turning and you must turn with it."
aries,general,september-17-2024,Stay calm today no matter what happens in either your personal life or your working environment. There are going to be some really big changes over the next few weeks and the smart way to be ready for them is to adopt an upbeat attitude.
taurus,general,september-17-2024,"You will encounter a setback of some kind today but it’s nothing you cannot deal with, so keep thinking and keep your emotions in check. Whatever the setback may be it also has the potential to throw up new possibilities, which you can make use of."
gemini,general,september-17-2024,"If your enthusiasm for life wanes a bit today just keep telling yourself that it’s no big deal and that it won’t be long before you are back to your bubbly best. The immediate outlook is much better than you seem to realize, so believe in yourself."
cancer,general,september-17-2024,"You won’t get peace of mind by ignoring issues that need to be dealt with. Prepare yourself mentally and emotionally for what lies ahead, roll up your sleeves and then get stuck into transforming a challenging situation into a triumphant one."
leo,general,september-17-2024,"Don’t worry if you cannot find the words to express yourself today because everyone seems a bit tongue-tied at the moment, so your failure to get your message across is unlikely to be noticed. Your best bet by far is to say nothing at all."
virgo,general,september-17-2024,If someone you work or do business makes you an interesting offer today it might be best to turn it down. Let them know that this is not the right time for you to get involved but you may be up for it later on in the month.
libra,general,september-17-2024,"Resist the urge to be overly assertive today. You may think you have to move fast and push hard but in fact the opposite is true. Everything is back-to-front and upside-down at the moment, so the less you do the more you will achieve."
scorpio,general,september-17-2024,"Tomorrow’s eclipse won’t be as challenging for you as it will be for some people, but you still need to be on your guard. Be especially wary of people who say that a creative project must be abandoned. They don’t know what they are talking about."
sagittarius,general,september-17-2024,"It would appear that you have lost your way and need to retrace your footsteps to find out where you went wrong. Ultimately, of course, all roads lead to the same destination but this road is special for you, so find it again and move on."
capricorn,general,september-17-2024,"There is sometimes a fine dividing line between success and failure and what occurs today will make it easier to see where that line is located. Yes, a few things have gone wrong of late but Lady Luck is still very much on your side."
aquarius,general,september-17-2024,"There is no point trying to back out of a commitment because the universe won’t let you. Having promised to finish a task in days rather than weeks you must now see it through to completion. If not, your reputation will plummet."
pisces,general,september-17-2024,"Keep in mind at all times today that in the greater scheme of things there is no such thing as good luck or bad luck. Every event, be it encouraging or indifferent, has the potential to enlighten you. What can the world teach you today?"
virgo,birthday,september-17-2024,"You can sense that the winds of change are about to start blowing and what occurs over the coming year will likely be stormy, but you are well equipped to ride that storm and make the changes that occur work for you personally. Always look ahead."
aries,general,september-18-2024,"Stop worrying about what are clearly minor problems and adopt a more positive outlook. The planets indicate that you have much to be thankful for and even more to look forward too, so focus on the good things and expect them to get even better."
taurus,general,september-18-2024,"If a friend or relative needs a shoulder to cry on then let them bore you with their worries and woes. They are, of course, overreacting to events but once they have broadcast all their negative feelings they will get over them quickly and move on."
gemini,general,september-18-2024,Today’s lunar eclipse could see work colleagues behaving in ways that to you might appear downright idiotic but there is nothing you can do to change the situation so let them get on with it. Their actions could even work in your favour.
cancer,general,september-18-2024,If today’s eclipse disrupts your social plans all you can do is accept the situation and adapt as best as you can. Try not to make any hard and fast promises because it is odds on you will have to let people down and that’s not a good look.
leo,general,september-18-2024,"If you splash the cash on an impulse buy today it is inevitable that you will regret it by the end of the week, so think before you reach for your wallet. If you do give in to temptation though make sure your purchase carries a money-back guarantee."
virgo,general,september-18-2024,One-to-one relationships will be tested by today’s lunar eclipse in your opposite sign and it is essential that you don’t agree to other people’s demands for the sake of a peaceful life. If you give ground once you will be expected to do so again and again.
libra,general,september-18-2024,It’s not like you to be impatient but the current eclipse will make it hard not to get annoyed with people whose minds move far too slowly for your liking. But why get upset when you know they are not going to change? Strive to stay calm.
scorpio,general,september-18-2024,If someone you usually get along with quite well seems unwilling to meet you halfway today blame it on the lunar eclipse and expect the situation to improve by the end of the week. It’s a good friendship and there’s no reason to put it at risk.
sagittarius,general,september-18-2024,"You may be optimistic by nature but worries of one kind or another will be hard to avoid over the next 24 hours. Instead, let them play out and accept that sometimes even a super confident Sagittarius has deep-seated fears that need to be faced."
capricorn,general,september-18-2024,"Your thought processes may get a bit muddled over the next 24 hours, so avoid making the kind of decisions that could have long-term consequences. And watch what you say about family and friends, because they won’t take kindly to criticism."
aquarius,general,september-18-2024,"Because today’s eclipse cuts across the financial axis of your chart you must resist the urge to be extravagant with money, both your own and other people’s. You don’t have to break the bank to have fun – the best things in life are still free."
pisces,general,september-18-2024,"It’s inevitable that you will get emotional under the influence of today’s lunar eclipse in your sign but you will be smiling again before the week is done, so don’t shed too many tears. Let your feelings come to the surface, then let them float away."
virgo,birthday,september-18-2024,"A lunar eclipse on your birthday means that other people’s issues will affect you in some way, so don’t turn your back on their feelings because that will be like turning your back on your own. Help partners and loved ones come to terms with their fears."
